Job Title,Job URL
Higher Education Data/ Financial Analyst using Gray DI Data,https://www.upwork.com/jobs/Higher-Education-span-class-highlight-Data-span-Financial-span-class-highlight-Analyst-span-using-Gray-span-class-highlight-Data-span_~021895609498747891397/?referrer_url_path=/nx/search/jobs/
Google Sheet Report Builder for Staff Data Analysis,https://www.upwork.com/jobs/Google-Sheet-Report-Builder-for-Staff-span-class-highlight-Data-span-Analysis_~021895602228535041502/?referrer_url_path=/nx/search/jobs/
Data Analyst & Storyteller for Portfolio Projects,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-amp-Storyteller-for-Portfolio-Projects_~021895604902785523166/?referrer_url_path=/nx/search/jobs/
Financial and Data analyst - quick project,https://www.upwork.com/jobs/Financial-and-span-class-highlight-Data-span-span-class-highlight-analyst-span-quick-project_~021895600953185668583/?referrer_url_path=/nx/search/jobs/
Financial Analyst Needed for Business Plan Breakdown,https://www.upwork.com/jobs/Financial-span-class-highlight-Analyst-span-Needed-for-Business-Plan-Breakdown_~021895598693225664357/?referrer_url_path=/nx/search/jobs/
Antivirus Security: SOC Analysts and Information Security Specialists,https://www.upwork.com/jobs/Antivirus-Security-SOC-span-class-highlight-Analysts-span-and-Information-Security-Specialists_~021895595329255042768/?referrer_url_path=/nx/search/jobs/
Data Analysis of Text and PDF Datasets for Trend Identification,https://www.upwork.com/jobs/span-class-highlight-Data-span-Analysis-Text-and-PDF-Datasets-for-Trend-Identification_~021895579911396593509/?referrer_url_path=/nx/search/jobs/
Part-Time Investor Relations Data & Reporting Specialist (Urgent Hire),https://www.upwork.com/jobs/Part-Time-Investor-Relations-span-class-highlight-Data-span-amp-Reporting-Specialist-Urgent-Hire_~021895534424272276967/?referrer_url_path=/nx/search/jobs/
Sr. Tax Analyst - US Corporate Taxation,https://www.upwork.com/jobs/Tax-span-class-highlight-Analyst-span-Corporate-Taxation_~021895575803115474407/?referrer_url_path=/nx/search/jobs/
Weekly Reporting Specialist for Apollo.io Metrics,https://www.upwork.com/jobs/Weekly-Reporting-Specialist-for-Apollo-Metrics_~021895567497217249125/?referrer_url_path=/nx/search/jobs/
Data Analyst Needed for Google Sheets Project,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed-for-Google-Sheets-Project_~021895563092964241093/?referrer_url_path=/nx/search/jobs/
Data Analyst Needed,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed_~021895553561262427623/?referrer_url_path=/nx/search/jobs/
Google Looker Studio Reports Creation,https://www.upwork.com/jobs/Google-Looker-Studio-Reports-Creation_~021895540991415623134/?referrer_url_path=/nx/search/jobs/
Board Certified Behavioral Analyst (BCBA),https://www.upwork.com/jobs/Board-Certified-Behavioral-span-class-highlight-Analyst-span-BCBA_~021895530541260304069/?referrer_url_path=/nx/search/jobs/
Report dataset design,https://www.upwork.com/jobs/Report-dataset-design_~021895522061609668453/?referrer_url_path=/nx/search/jobs/
Financial Analyst Needed for Project,https://www.upwork.com/jobs/Financial-span-class-highlight-Analyst-span-Needed-for-Project_~021895448367107280359/?referrer_url_path=/nx/search/jobs/
Urgent Data Analysis Assignment for University - Deadline Sunday Morning,https://www.upwork.com/jobs/Urgent-span-class-highlight-Data-span-Analysis-Assignment-for-University-Deadline-Sunday-Morning_~021895474882805108199/?referrer_url_path=/nx/search/jobs/
Experienced Real Estate Analyst Needed for Portfolio Simulation,https://www.upwork.com/jobs/Experienced-Real-Estate-span-class-highlight-Analyst-span-Needed-for-Portfolio-Simulation_~021895472058457263591/?referrer_url_path=/nx/search/jobs/
Accounting and Data Analyst,https://www.upwork.com/jobs/Accounting-and-span-class-highlight-Data-span-span-class-highlight-Analyst-span_~021895469772593237861/?referrer_url_path=/nx/search/jobs/
"Senior Growth Data Analyst (Short-Term Project, Ecom & Performance Marketing Focus)",https://www.upwork.com/jobs/Senior-Growth-span-class-highlight-Data-span-span-class-highlight-Analyst-span-Short-Term-Project-Ecom-amp-Performance-Marketing-Focus_~021895458439237541342/?referrer_url_path=/nx/search/jobs/
Looking for a French M&A Analyst / Associate for an acquistion,https://www.upwork.com/jobs/Looking-for-French-amp-span-class-highlight-Analyst-span-Associate-for-acquistion_~021895452032461508453/?referrer_url_path=/nx/search/jobs/
Business Analyst with Affiliate and i-Gaming Expertise Needed,https://www.upwork.com/jobs/Business-span-class-highlight-Analyst-span-with-Affiliate-and-Gaming-Expertise-Needed_~021895450483028790759/?referrer_url_path=/nx/search/jobs/
Price and Product Scraper Needed for Data Analysis,https://www.upwork.com/jobs/Price-and-Product-Scraper-Needed-for-span-class-highlight-Data-span-Analysis_~021895431095330606949/?referrer_url_path=/nx/search/jobs/
Ad Spend Optimization Using Regression Analysis,https://www.upwork.com/jobs/Spend-Optimization-Using-Regression-Analysis_~021895430166331092677/?referrer_url_path=/nx/search/jobs/
AI Agent Development for Skool Community Data Analysis,https://www.upwork.com/jobs/Agent-Development-for-Skool-Community-span-class-highlight-Data-span-Analysis_~021895424215376988489/?referrer_url_path=/nx/search/jobs/
Research Data Analyst (YRBS and Complex Survey Analysis),https://www.upwork.com/jobs/Research-span-class-highlight-Data-span-span-class-highlight-Analyst-span-YRBS-and-Complex-Survey-Analysis_~021895406676729372600/?referrer_url_path=/nx/search/jobs/
Data Analysis Project for UK Market Insights,https://www.upwork.com/jobs/span-class-highlight-Data-span-Analysis-Project-for-Market-Insights_~021895394576523042744/?referrer_url_path=/nx/search/jobs/
Report/Whitepaper Design Specialist for Ongoing Research Reports,https://www.upwork.com/jobs/Report-Whitepaper-Design-Specialist-for-Ongoing-Research-Reports_~021895371487097456337/?referrer_url_path=/nx/search/jobs/
I need Business Intelligence Associate,https://www.upwork.com/jobs/need-Business-Intelligence-Associate_~021895358105457255311/?referrer_url_path=/nx/search/jobs/
Data Analysis for Financial Data Using SPSS for Ph.D. Thesis,https://www.upwork.com/jobs/span-class-highlight-Data-span-Analysis-for-Financial-span-class-highlight-Data-span-Using-SPSS-for-Thesis_~021895328001305863055/?referrer_url_path=/nx/search/jobs/
Data Analyst/ Scientist needed for quick cleaning,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Scientist-needed-for-quick-cleaning_~021895300279230055152/?referrer_url_path=/nx/search/jobs/
"Data Analyst (BigQuery, JSON, BI) | K-12 Education Analytics",https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-BigQuery-JSON-Education-Analytics_~021895299229001789227/?referrer_url_path=/nx/search/jobs/
Data Analyst - FP&A,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-amp_~021895268756601448104/?referrer_url_path=/nx/search/jobs/
Financial Analyst for 3-Statement Forecasting in Excel,https://www.upwork.com/jobs/Financial-span-class-highlight-Analyst-span-for-Statement-Forecasting-Excel_~021895251336104576721/?referrer_url_path=/nx/search/jobs/
Techno-Functional Project Manager / Business Analyst for Pharma Data Integration in Tokyo Japan,https://www.upwork.com/jobs/Techno-Functional-Project-Manager-Business-span-class-highlight-Analyst-span-for-Pharma-span-class-highlight-Data-span-Integration-Tokyo-Japan_~021895214767093572495/?referrer_url_path=/nx/search/jobs/
"Data analyst to help clean, visualize, and analyze large data sets",https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-analyst-span-help-clean-visualize-and-analyze-large-span-class-highlight-data-span-sets_~021895160661033955115/?referrer_url_path=/nx/search/jobs/
Data analyst to help analyze and visualize large time-series dataset,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-analyst-span-help-analyze-and-visualize-large-time-series-dataset_~021895205232071739089/?referrer_url_path=/nx/search/jobs/
SQL Expert Needed to Build a Dune Dashboard for On-Chain Analytics,https://www.upwork.com/jobs/SQL-Expert-Needed-Build-Dune-Dashboard-for-Chain-Analytics_~021895202277641750225/?referrer_url_path=/nx/search/jobs/
Social Media & Email Performance Analyst,https://www.upwork.com/jobs/Social-Media-amp-Email-Performance-span-class-highlight-Analyst-span_~021895195639532766206/?referrer_url_path=/nx/search/jobs/
EPIC Clarity In-Patient Discharge report,https://www.upwork.com/jobs/EPIC-Clarity-Patient-Discharge-report_~021895155694875248337/?referrer_url_path=/nx/search/jobs/
Lead Generation Specialist Needed for Dynamic Business Growth,https://www.upwork.com/jobs/Lead-Generation-Specialist-Needed-for-Dynamic-Business-Growth_~021895155075853312603/?referrer_url_path=/nx/search/jobs/
Lead Generation Specialist - US Automotive Industry,https://www.upwork.com/jobs/Lead-Generation-Specialist-Automotive-Industry_~021895153785552570065/?referrer_url_path=/nx/search/jobs/
Biostatistician and data analyst,https://www.upwork.com/jobs/Biostatistician-and-span-class-highlight-data-span-span-class-highlight-analyst-span_~021895153318757393295/?referrer_url_path=/nx/search/jobs/
Data Analyst,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span_~021895152983261906641/?referrer_url_path=/nx/search/jobs/
Business Analyst for Software Development and Design,https://www.upwork.com/jobs/Business-span-class-highlight-Analyst-span-for-Software-Development-and-Design_~021895145972151420625/?referrer_url_path=/nx/search/jobs/
Data Analyst - BI and Excel Expert,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-and-Excel-Expert_~021895137374190429071/?referrer_url_path=/nx/search/jobs/
Data Analyst Needed for SQL Database Cleanup,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed-for-SQL-Database-Cleanup_~021895101368838467371/?referrer_url_path=/nx/search/jobs/
Market Research Analyst for Australian Switchgear Industry,https://www.upwork.com/jobs/Market-Research-span-class-highlight-Analyst-span-for-Australian-Switchgear-Industry_~021895097718011408171/?referrer_url_path=/nx/search/jobs/
Power BI Report Developer | BI Engineer | Data Analyst FULL TIME,https://www.upwork.com/jobs/Power-Report-Developer-Engineer-span-class-highlight-Data-span-span-class-highlight-Analyst-span-FULL-TIME_~021895091989475183688/?referrer_url_path=/nx/search/jobs/
"Market Analysis for Business Expansion in Montgomery and Auburn, Alabama",https://www.upwork.com/jobs/Market-Analysis-for-Business-Expansion-Montgomery-and-Auburn-Alabama_~021895077753834838059/?referrer_url_path=/nx/search/jobs/
Social media analysts for beauty industry (UK),https://www.upwork.com/jobs/Social-media-span-class-highlight-analysts-span-for-beauty-industry_~021895072418131299400/?referrer_url_path=/nx/search/jobs/
🚨 Job Opportunity: Analyst for Fast-Growing Dutch Dropshipping Business 🚨,https://www.upwork.com/jobs/Job-Opportunity-span-class-highlight-Analyst-span-for-Fast-Growing-Dutch-Dropshipping-Business_~021895056798211853384/?referrer_url_path=/nx/search/jobs/
"Expert Data Analyst for Complex Dataset Cleaning, Standardization and Visualization",https://www.upwork.com/jobs/Expert-span-class-highlight-Data-span-span-class-highlight-Analyst-span-for-Complex-Dataset-Cleaning-Standardization-and-Visualization_~021895045860935027784/?referrer_url_path=/nx/search/jobs/
Experienced GIS Analyst Needed for LiDAR Map Generation,https://www.upwork.com/jobs/Experienced-GIS-span-class-highlight-Analyst-span-Needed-for-LiDAR-Map-Generation_~021895045145025153799/?referrer_url_path=/nx/search/jobs/
Looker Studio Dashboard Setup with GTM & GA Integration,https://www.upwork.com/jobs/Looker-Studio-Dashboard-Setup-with-GTM-Integration_~021895035097365302344/?referrer_url_path=/nx/search/jobs/
Marketing Analytics API Integration Specialist (Facebook & Instagram),https://www.upwork.com/jobs/Marketing-Analytics-API-Integration-Specialist-Facebook-Instagram_~021895016295243585579/?referrer_url_path=/nx/search/jobs/
Real Estate Underwriter & Investment Analyst | Fast-Growing Company | Career Growth Potential,https://www.upwork.com/jobs/Real-Estate-Underwriter-amp-Investment-span-class-highlight-Analyst-span-Fast-Growing-Company-Career-Growth-Potential_~021895008288618941191/?referrer_url_path=/nx/search/jobs/
Senior AWS Data Engineer,https://www.upwork.com/jobs/Senior-AWS-span-class-highlight-Data-span-Engineer_~021894981666251872299/?referrer_url_path=/nx/search/jobs/
Data Analyst – Data Cleaning & Processing,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-span-class-highlight-Data-span-Cleaning-amp-Processing_~021894975418517900360/?referrer_url_path=/nx/search/jobs/
"Expert in Econometrics, Quant Research, Statistics, Data Science, and ML",https://www.upwork.com/jobs/Expert-Econometrics-Quant-Research-Statistics-span-class-highlight-Data-span-Science-and_~021894972689103329323/?referrer_url_path=/nx/search/jobs/
Data and Operations Analyst,https://www.upwork.com/jobs/span-class-highlight-Data-span-and-Operations-span-class-highlight-Analyst-span_~021894971730184473351/?referrer_url_path=/nx/search/jobs/
Data Analyst for Financial Market Analysis,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-for-Financial-Market-Analysis_~021894969699801897003/?referrer_url_path=/nx/search/jobs/
Credit Analyst | Loan Processor | Dedicated Team Member,https://www.upwork.com/jobs/Credit-span-class-highlight-Analyst-span-Loan-Processor-Dedicated-Team-Member_~021894873478047943752/?referrer_url_path=/nx/search/jobs/
Senior Data Scientist – CPG Revenue Analysis & Trade Promotion Optimization,https://www.upwork.com/jobs/Senior-span-class-highlight-Data-span-Scientist-CPG-Revenue-Analysis-amp-Trade-Promotion-Optimization_~021894963072416304200/?referrer_url_path=/nx/search/jobs/
Quickbase | Software Senior Developer | App,https://www.upwork.com/jobs/Quickbase-Software-Senior-Developer-App_~021894949755789609735/?referrer_url_path=/nx/search/jobs/
Senior Data Analyst Needed for Implementation Project,https://www.upwork.com/jobs/Senior-span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed-for-Implementation-Project_~021894931568661882030/?referrer_url_path=/nx/search/jobs/
Data/Financial Analyst Needed for Looker Studio Dashboards & Reports,https://www.upwork.com/jobs/span-class-highlight-Data-span-Financial-span-class-highlight-Analyst-span-Needed-for-Looker-Studio-Dashboards-amp-Reports_~021894927559483705187/?referrer_url_path=/nx/search/jobs/
Image Sourcing and Pricing Analyst for 4WD Products,https://www.upwork.com/jobs/Image-Sourcing-and-Pricing-span-class-highlight-Analyst-span-for-4WD-Products_~021894913361059728456/?referrer_url_path=/nx/search/jobs/
LookML Expert Needed,https://www.upwork.com/jobs/LookML-Expert-Needed_~021894902782224222051/?referrer_url_path=/nx/search/jobs/
Inspection Report Analyst Needed,https://www.upwork.com/jobs/Inspection-Report-span-class-highlight-Analyst-span-Needed_~021894889493459995399/?referrer_url_path=/nx/search/jobs/
Workforce Management Analyst (Zendesk),https://www.upwork.com/jobs/Workforce-Management-span-class-highlight-Analyst-span-Zendesk_~021894542021911255083/?referrer_url_path=/nx/search/jobs/
Data Analyst Needed for Regression Analysis and Event Study,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed-for-Regression-Analysis-and-Event-Study_~021894852285563914083/?referrer_url_path=/nx/search/jobs/
Business Analyst Needed for Staffing Agency,https://www.upwork.com/jobs/Business-span-class-highlight-Analyst-span-Needed-for-Staffing-Agency_~021894840098795410909/?referrer_url_path=/nx/search/jobs/
Digital Marketing Analyst & Implementation Specialist Needed,https://www.upwork.com/jobs/Digital-Marketing-span-class-highlight-Analyst-span-amp-Implementation-Specialist-Needed_~021894838097259259054/?referrer_url_path=/nx/search/jobs/
Financial Analyst / Accountant (E-commerce & Retail,https://www.upwork.com/jobs/Financial-span-class-highlight-Analyst-span-Accountant-commerce-amp-Retail_~021894830030758729181/?referrer_url_path=/nx/search/jobs/
Financial Modelling Analyst for time.money,https://www.upwork.com/jobs/Financial-Modelling-span-class-highlight-Analyst-span-for-time-money_~021894824608265279531/?referrer_url_path=/nx/search/jobs/
Financial Modeling & Valuation Analyst for Internal Project,https://www.upwork.com/jobs/Financial-Modeling-amp-Valuation-span-class-highlight-Analyst-span-for-Internal-Project_~021894817595804997085/?referrer_url_path=/nx/search/jobs/
SQL Data Analysis Expert for BigQuery and Metabase,https://www.upwork.com/jobs/SQL-span-class-highlight-Data-span-Analysis-Expert-for-BigQuery-and-Metabase_~021894795371622553053/?referrer_url_path=/nx/search/jobs/
Data Analysis & Threat Intelligence Dashboard for Homeland Security,https://www.upwork.com/jobs/span-class-highlight-Data-span-Analysis-amp-Threat-Intelligence-Dashboard-for-Homeland-Security_~021894789249552750635/?referrer_url_path=/nx/search/jobs/
Product/Business Analyst (Focused On Visual Documentation),https://www.upwork.com/jobs/Product-Business-span-class-highlight-Analyst-span-Focused-Visual-Documentation_~021894786225053488605/?referrer_url_path=/nx/search/jobs/
A/B Test Design for Plan Selection Page,https://www.upwork.com/jobs/Test-Design-for-Plan-Selection-Page_~021894781868752115755/?referrer_url_path=/nx/search/jobs/
Build and Analyze Decision Tree,https://www.upwork.com/jobs/Build-and-Analyze-Decision-Tree_~021894781372638152547/?referrer_url_path=/nx/search/jobs/
Financial Analyst Needed to Develop Comprehensive Financial Model for Art School,https://www.upwork.com/jobs/Financial-span-class-highlight-Analyst-span-Needed-Develop-Comprehensive-Financial-Model-for-Art-School_~021894778738627823459/?referrer_url_path=/nx/search/jobs/
Computational biology + LLM data scientist,https://www.upwork.com/jobs/Computational-biology-LLM-span-class-highlight-data-span-scientist_~021894763695013238827/?referrer_url_path=/nx/search/jobs/
Google Ads Specialist for pMax Campaign Analysis,https://www.upwork.com/jobs/Google-Ads-Specialist-for-pMax-Campaign-Analysis_~021894743524253878115/?referrer_url_path=/nx/search/jobs/
Financial Analysis- SAP Software Company,https://www.upwork.com/jobs/Financial-Analysis-SAP-Software-Company_~021894740367993853405/?referrer_url_path=/nx/search/jobs/
Data Analyst,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span_~021894722614728988715/?referrer_url_path=/nx/search/jobs/
Seeking Financial Expert to Develop a 5-Year Budget & Growth Plan for Cybersecurity & Tech Firm,https://www.upwork.com/jobs/Seeking-Financial-Expert-Develop-Year-Budget-Growth-Plan-for-Cybersecurity-Tech-Firm_~021894703294276389960/?referrer_url_path=/nx/search/jobs/
AI-Powered Business Intelligence and Data Analytics System,https://www.upwork.com/jobs/Powered-Business-Intelligence-and-span-class-highlight-Data-span-Analytics-System_~021894698090932065757/?referrer_url_path=/nx/search/jobs/
M&A Financial Model Developer Needed,https://www.upwork.com/jobs/Financial-Model-Developer-Needed_~021894697593504388573/?referrer_url_path=/nx/search/jobs/
Reputation Analyst Needed to Enhance Brand Perception,https://www.upwork.com/jobs/Reputation-span-class-highlight-Analyst-span-Needed-Enhance-Brand-Perception_~021894662375908150023/?referrer_url_path=/nx/search/jobs/
"Looking for Data Developer for E-Commerce | Python, API, & Automation",https://www.upwork.com/jobs/Looking-for-span-class-highlight-Data-span-Developer-for-Commerce-Python-API-amp-Automation_~021894651106678396381/?referrer_url_path=/nx/search/jobs/
Part-Time Data Analyst with software and analytics firm focused on energy efficiency,https://www.upwork.com/jobs/Part-Time-span-class-highlight-Data-span-span-class-highlight-Analyst-span-with-software-and-analytics-firm-focused-energy-efficiency_~021894633324016424413/?referrer_url_path=/nx/search/jobs/
International Risk Analyst Needed for Global Market Assessment,https://www.upwork.com/jobs/International-Risk-span-class-highlight-Analyst-span-Needed-for-Global-Market-Assessment_~021894566509201725483/?referrer_url_path=/nx/search/jobs/
Data Analyst + Customer Success,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-Customer-Success_~021894559210798795848/?referrer_url_path=/nx/search/jobs/
Data Analyst for Skool Community Data Analysis,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-for-Skool-Community-span-class-highlight-Data-span-Analysis_~021894549271028124744/?referrer_url_path=/nx/search/jobs/
🚀 DTC Digital Campaign Manager,https://www.upwork.com/jobs/DTC-Digital-Campaign-Manager_~021894546814803358136/?referrer_url_path=/nx/search/jobs/
Looker Studio Development with Windsor.ai Integration [MOBILE + WEB APPS],https://www.upwork.com/jobs/Looker-Studio-Development-with-Windsor-Integration-MOBILE-WEB-APPS_~021894542065419539933/?referrer_url_path=/nx/search/jobs/
SAS Expert for Statistical Analysis in Accounting Research,https://www.upwork.com/jobs/SAS-Expert-for-Statistical-Analysis-Accounting-Research_~021894516722632890411/?referrer_url_path=/nx/search/jobs/
Need to find six and seven figure uncollected judgements,https://www.upwork.com/jobs/Need-find-six-and-seven-figure-uncollected-judgements_~021894506819696895301/?referrer_url_path=/nx/search/jobs/
Customer Data Platform (CDP) Developer,https://www.upwork.com/jobs/Customer-span-class-highlight-Data-span-Platform-CDP-Developer_~021894502781492009003/?referrer_url_path=/nx/search/jobs/
Excel Spreadsheet Analysis & Tool Recommendation for Labor Demand Forecasting,https://www.upwork.com/jobs/Excel-Spreadsheet-Analysis-Tool-Recommendation-for-Labor-Demand-Forecasting_~021894502676836632419/?referrer_url_path=/nx/search/jobs/
Proforma Financial Statement Creation: Balance Sheets & Cash Flow,https://www.upwork.com/jobs/Proforma-Financial-Statement-Creation-Balance-Sheets-Cash-Flow_~021894476771766552419/?referrer_url_path=/nx/search/jobs/
Seeking Skilled Data Analyst for Insights & Reporting,https://www.upwork.com/jobs/Seeking-Skilled-span-class-highlight-Data-span-span-class-highlight-Analyst-span-for-Insights-amp-Reporting_~021894498059485845547/?referrer_url_path=/nx/search/jobs/
Hiring Financial Analyst for Data Analysis & Reporting,https://www.upwork.com/jobs/Hiring-Financial-span-class-highlight-Analyst-span-for-span-class-highlight-Data-span-Analysis-amp-Reporting_~021894491654394464099/?referrer_url_path=/nx/search/jobs/
Spreadsheet Documentation & Process Optimization Specialist,https://www.upwork.com/jobs/Spreadsheet-Documentation-Process-Optimization-Specialist_~021894490605615327076/?referrer_url_path=/nx/search/jobs/
Data Analyst & Dashboard Specialist (Power BI / Looker Studio),https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-amp-Dashboard-Specialist-Power-Looker-Studio_~021894480599740041059/?referrer_url_path=/nx/search/jobs/
KPI Dashboard Development for Behavioral Health Data,https://www.upwork.com/jobs/KPI-Dashboard-Development-for-Behavioral-Health-span-class-highlight-Data-span_~021894471055109956933/?referrer_url_path=/nx/search/jobs/
"Geospatial analysis and visualization, part one of a long-term engagement",https://www.upwork.com/jobs/Geospatial-analysis-and-visualization-part-one-long-term-engagement_~021894468058489769032/?referrer_url_path=/nx/search/jobs/
Data Scientist Needed for High-Quality Marketing Data Consultation,https://www.upwork.com/jobs/span-class-highlight-Data-span-Scientist-Needed-for-High-Quality-Marketing-span-class-highlight-Data-span-Consultation_~021894448984766793571/?referrer_url_path=/nx/search/jobs/
Experienced Statistician/Data Analyst Needed,https://www.upwork.com/jobs/Experienced-Statistician-span-class-highlight-Data-span-span-class-highlight-Analyst-span-Needed_~021894429875060590435/?referrer_url_path=/nx/search/jobs/
HR specialists with ad tech experience,https://www.upwork.com/jobs/specialists-with-tech-experience_~021894408207223211875/?referrer_url_path=/nx/search/jobs/
Seeking WebFocus expert,https://www.upwork.com/jobs/Seeking-WebFocus-expert_~021894407513744480299/?referrer_url_path=/nx/search/jobs/
Bilingual Financial Analyst / Business Analyst for FP&A Projects,https://www.upwork.com/jobs/Bilingual-Financial-span-class-highlight-Analyst-span-Business-span-class-highlight-Analyst-span-for-amp-Projects_~021894406566922593605/?referrer_url_path=/nx/search/jobs/
Urgent Requirement for Analyst Trainers,https://www.upwork.com/jobs/Urgent-Requirement-for-span-class-highlight-Analyst-span-Trainers_~021894405275027228516/?referrer_url_path=/nx/search/jobs/
Tableau Builder Needed For Student 360 Dashboard,https://www.upwork.com/jobs/Tableau-Builder-Needed-For-Student-360-Dashboard_~021894402289869474888/?referrer_url_path=/nx/search/jobs/
PowerBI Analyst Required for Report Development,https://www.upwork.com/jobs/PowerBI-span-class-highlight-Analyst-span-Required-for-Report-Development_~021894400008654034987/?referrer_url_path=/nx/search/jobs/
Financial Analyst Needed for Business Analysis,https://www.upwork.com/jobs/Financial-span-class-highlight-Analyst-span-Needed-for-Business-Analysis_~021894398263585098824/?referrer_url_path=/nx/search/jobs/
Healthcare Financial Analyst Needed – Pro Forma for Anesthesia Hospital Contract,https://www.upwork.com/jobs/Healthcare-Financial-span-class-highlight-Analyst-span-Needed-Pro-Forma-for-Anesthesia-Hospital-Contract_~021894394243718007880/?referrer_url_path=/nx/search/jobs/
Business Analyst with Low Code Development Experience (Czech Language Required),https://www.upwork.com/jobs/Business-span-class-highlight-Analyst-span-with-Low-Code-Development-Experience-Czech-Language-Required_~021894390469012473699/?referrer_url_path=/nx/search/jobs/
Cricket Data Analyst and Excel Expert Needed,https://www.upwork.com/jobs/Cricket-span-class-highlight-Data-span-span-class-highlight-Analyst-span-and-Excel-Expert-Needed_~021894349182132688939/?referrer_url_path=/nx/search/jobs/
Data Analyst with Experience in Power BI and SQL,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-with-Experience-Power-and-SQL_~021894297002030353480/?referrer_url_path=/nx/search/jobs/
Business Consultant Writer/Analyst for Data Requests,https://www.upwork.com/jobs/Business-Consultant-Writer-span-class-highlight-Analyst-span-for-span-class-highlight-Data-span-Requests_~021894287393416455493/?referrer_url_path=/nx/search/jobs/
Data Analyst for Dashboard Creation,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-for-Dashboard-Creation_~021894286831463307308/?referrer_url_path=/nx/search/jobs/
Market Share Analysis for Medical Devices,https://www.upwork.com/jobs/Market-Share-Analysis-for-Medical-Devices_~021894278605215511825/?referrer_url_path=/nx/search/jobs/
Operations and Productivity Analyst,https://www.upwork.com/jobs/Operations-and-Productivity-span-class-highlight-Analyst-span_~021894229602886060807/?referrer_url_path=/nx/search/jobs/
"Public Health Data Analyst – Part-Time (6 Months, Remote)",https://www.upwork.com/jobs/Public-Health-span-class-highlight-Data-span-span-class-highlight-Analyst-span-Part-Time-Months-Remote_~021894225113277260974/?referrer_url_path=/nx/search/jobs/
Market Study and Feasibility Analysis for Contractor Garages & Storage Development,https://www.upwork.com/jobs/Market-Study-and-Feasibility-Analysis-for-Contractor-Garages-Storage-Development_~021894208618838271301/?referrer_url_path=/nx/search/jobs/
Remote Web Researcher & Analyst,https://www.upwork.com/jobs/Remote-Web-Researcher-amp-span-class-highlight-Analyst-span_~021894194734052058437/?referrer_url_path=/nx/search/jobs/
Data Analyst,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span_~021894189156873148459/?referrer_url_path=/nx/search/jobs/
Applying for jobs on LinkedIn,https://www.upwork.com/jobs/Applying-for-jobs-LinkedIn_~021894174429732883528/?referrer_url_path=/nx/search/jobs/
Looker Studio Report That Needs Data Blending & Updates To Dashboard,https://www.upwork.com/jobs/Looker-Studio-Report-That-Needs-span-class-highlight-Data-span-Blending-amp-Updates-Dashboard_~021894179120394708293/?referrer_url_path=/nx/search/jobs/
Data Analyst for risk decision ( build model LP/IP),https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span-for-risk-decision-build-model_~021894173507925527624/?referrer_url_path=/nx/search/jobs/
Growth Operations Business Analyst,https://www.upwork.com/jobs/Growth-Operations-Business-span-class-highlight-Analyst-span_~021894156225735694379/?referrer_url_path=/nx/search/jobs/
Data Analyst,https://www.upwork.com/jobs/span-class-highlight-Data-span-span-class-highlight-Analyst-span_~021894136229580416325/?referrer_url_path=/nx/search/jobs/
Financial Analysis and Excel Consolidation for Car Dealership,https://www.upwork.com/jobs/Financial-Analysis-and-Excel-Consolidation-for-Car-Dealership_~021894132056595765291/?referrer_url_path=/nx/search/jobs/
We Are Looking for a Data Analyst to Optimize Marketing Performance,https://www.upwork.com/jobs/Are-Looking-for-span-class-highlight-Data-span-span-class-highlight-Analyst-span-Optimize-Marketing-Performance_~021894129172754982062/?referrer_url_path=/nx/search/jobs/
